None	1	7	378	6	306	申通快递快递单号: 快递公司: 申通快递自动识别申通快递韵达快递中通快递天天快递ems全峰快递顺丰速运国通快递圆通速递宅急送京东快递速尔快递如风达ups中铁快运万象物流天地华宇安能物流信丰物流tnt新邦物流盛辉物流usps佳吉快运联昊通全一快递龙邦速递优速物流日本邮政佳怡物流加运美恒路物流远成物流银捷速递嘉里大通比利时邮政全日通盛丰物流递四方民航快递京广速递查询客服电话: 400-889-5543官方网址: http://www.sto.cn菜鸟裹裹
None	2	17	81.015625	1744	1758	www.sto.cn 
3	3	7	378	446	821	申通快递公司www.sto.cn百科上海申通物流公司拥有247个独立城市营业所，179个营业厅，1220个操作点，快递初创于1993年，是一家以经营快递为主的国内合资（民营）企业。基本覆盖到全国地市级以上城市和发达地区地市县级以上城市，尤其是在江浙沪地区，基本实现了派送无盲区。2014年2月申通开始内测海淘转运业务...电话：客服电话95543(电话邦认证)创立于：1993年行业：交通，运输，物流错误反馈
None	4	7	378	827	978	您可能感兴趣王卫中通快递股份有限公司圆通快递顺丰速运韵达快递天天快递国内第一个获得了"百世汇通速尔快递顺丰速运德邦物流国通快递宅急送奚春阳公司高管四通一达能达快递优速快递全峰快递喻渭蛟圆通速递有限公司董事长陈德军公司高管王卫顺丰速运总裁
5	5	17	135.734375	1085	1099	wap.guoguo-app.com 
None	6	7	378	1118	1302	申通快递客服电话官方认证以下结果已经过安全认证拨打95543拨打400-889-5543
None	7	7	378	1308	1523	在北京搜索申通快递1申通快递来广营来广营北路1号北京雅可乳特贸易有限公司2申通快递定泗路北50米高德地图客户端更多地图结果
None	8	17	113.703125	1610	1624	www.express8.cn 
None	9	17	81.015625	1744	1758	www.sto.cn 
None	10	7	378	1777	2057	申通快递的相关新闻国家邮政局局长莅临贵阳申通快递视察指导工作金融界  1周前申通快递董事长陈德军亲临杭州慰问一线员工新浪网  1周前申通快递俄罗斯远东公司正式成立助力中俄合作新增长网易新闻  1周前更多相关新闻
None	11	7	378	2063	2221	申通快递官方下载大小:9.1M版本:3.2.02.8免费PP助手
