None	1	None	None	None	None	碧桂园·金沙滩_百度百科简介：碧桂园·金沙滩，即碧桂园·龙波湾，现案名全线升级，一致称碧桂园·金沙滩。项目所在地属临高县辖区，位于海口西1小时省会经济圈，龙波湾国际滨海旅游度假区，与雷州半岛、越南隔海相望。在国际旅游岛的大环境下，依托大琼北旅游经济圈的支持，临高发展之势颇受瞩目。物业类型：普通住宅,别墅区域所属：临高县(临高商业区)建筑类别：高层装修状况：精装开盘日期：预计2013年1月开盘交房日期：待定占地面积：258796平方米建筑面积：159100平方米容积率：1.12绿化率：35%物业公司：广东碧桂园物业服务有限公司临高分公司开发商：海南碧桂园方圆房地产开发有限公司楼盘地址：海南省海口西龙波湾滨海旅游度假区售楼地址：海南临高江北东路3号桥头碧桂园营销中心碧桂园·金沙滩湾这里有着71公里醇美海岸线——大海湛蓝深邃、碧波荡漾，沙滩细软无垠，弯
2	2	0	385	215	359	碧桂园·珊瑚宫殿,海南陵水碧桂园·珊瑚宫殿楼盘价格,....碧桂园·珊瑚宫殿售楼电话(4008-17-0898转2182)22年度假地产专家,将五星级品质生活带到清水湾m.wofang.com55条评价为您推荐：清水湾碧桂园出问题了碧桂园珊瑚宫殿二期与一期区别清水湾碧桂园业主论坛陵水珊瑚宫殿二期垃圾碧桂园十里银滩清水湾碧桂园珊瑚宫碧桂园椰城碧桂园·小城之春
None	3	0	385	369	592	海南碧桂园_相关地名碧桂园·小城之春东南亚建筑风格碧桂园十里银滩精装海滩度假洋房碧桂园椰城海南省文昌市普通住宅恒大海花岛投资1600亿元的度假岛临高全国民间艺术之乡海南恒大名都精致小高层碧桂园·龙波湾海南滨海度假生活典范碧桂园金沙滩有海南的夏威夷之称珊瑚宫殿绿化率良好的普通住宅雅居乐·海南清水湾海南最美的海岸线之一海南清水湾高品质一线海景社区碧桂园三期济南住宅小区
None	4	0	385	602	754	海南碧桂园金沙滩这个楼盘怎么样?_百度知道您好首先楼盘是属于海口临高所以坚持在北纬18度以南的客户就不要选择这个楼盘了碧桂园在陵水...海南碧桂园公司老板是谁1个回答百度知道为您推荐：海南有几个碧桂园碧桂园·小城之春雅居乐·海南清水湾碧桂园椰城珊瑚宫殿海南清水湾恒大海花岛碧桂园十里银滩
None	5	0	385	764	905	碧桂园集团-项目概况碧桂园椰城,坐落于海南省文昌市—中国椰子之乡、华侨之乡、文化之乡、国母之乡、将军之乡、航天之乡,项目...海南文昌市市潭牛镇碧桂园椰城(潭牛立交出口)www.bgy.com.cn评价为您推荐：碧桂园十里银滩大骗局海南有几个碧桂园碧桂园·小城之春海南碧桂园招聘碧桂园·金沙滩珊瑚宫殿碧桂园椰城
None	6	0	385	915	1162	海南碧桂园的相关消息碧桂园海南区域重庆展厅盛大开放,有一种海南生活重庆...15小时前 新浪网​碧桂园·美浪湾金秋献礼此时不购更待何时!16小时前 搜狐焦点海南博鳌碧桂园东海岸海居领地的私属19小时前 北京娱乐信报
None	7	0	385	1172	1316	碧桂园·珊瑚宫殿_海南碧桂园·珊瑚宫殿_楼..._网易房产海南碧桂园·珊瑚宫殿楼盘主页,碧桂园·珊瑚宫殿售楼处电话:,海南碧桂园·珊瑚宫殿最新开发商报价:15000元/㎡,...xf.house.163.com45条评价为您推荐：碧桂园珊瑚宫殿二期与一期区别碧桂园旅游碧桂园楼盘信息碧桂园希乐城三亚碧海蓝天三期
None	8	0	385	1326	1470	碧桂园椰城二期_海南碧桂园椰城二期_楼盘详..._网易房产7天前 - 海南碧桂园椰城二期楼盘主页,碧桂园椰城二期售楼处电话:,海南碧桂园椰城二期最新开发商报价:5800元...xf.house.163.com45条评价为您推荐：文昌碧桂园碧桂园东海岸碧桂园国际学校江海碧桂园郑州碧桂园房价海南文昌碧桂园椰城
None	9	0	385	1480	1621	来海南碧桂园买房子还能买到这些!千万不要不相信-三亚....2016年4月26日 - 海南碧桂园当你在商场里、超市里、餐厅里发现身边有说着重庆话的美女、有说着湖南话的大妈、有讲着东北...m.loupan.com评价
None	10	0	385	1631	1753	碧桂园金沙滩-楼盘详情-海南搜房网搜房网(fang.com)提供海南临高县碧桂园金沙滩售楼电话(400-890-0000转616688)、实时房价、户型图、地址...m.fang.com833条评价为您推荐：碧桂园金沙滩三期碧桂园·小城之春碧桂园椰城长岛蓝湾恒大海花岛碧桂园十里银滩北京瑞麟湾温泉旅行团购龙波湾
None	11	0	385	1763	1976.71875	海南碧桂园_相关网站海南房产网首家海南房产导购门户我房网海南房产信息交流平台琼海房产网房地产门户网站房天下领先的房产信息引擎
